id;Imie;Nazwisko;Stopien
3121;Hlawacik;Nerynk;8
3122;Bonadyko;Moœpan;3
3123;Mogi³a;Petras;6
3124;Ko¿micki;Bazely;2
3125;Kringielewska;Dogosz;9
3126;Czubielska;Wy¿goli;10
3127;Wieniorek;Ko³aczak;9
3128;S³abek;Dymitryk;8
3129;Samoryn;Grosglik;5
3130;Wolów;Kar³acz;1
3131;S³un¿yñska;Sudwiñska;4
3132;Olszeniecka;Pilaczyñski;8
3133;Ulejko;Œniegórowski;4
3134;Kaberda;Lisewski;4
3135;Lear;Kamola vel Kamolska;7
3136;Wistucha;Slufarski;6
3137;Kirnarski;Wysmalek;8
3138;Mensfelt;Wallberg;8
3139;Nyzko;£owkajtis;9
3140;Kraliczek;Legiczyñska;2
3141;Górnyk;Kachwa;7
3142;Wêglewicz;Hardziejewska;9
3143;Dolejasz;Flaks;7
3144;Merymanis;Mêdroch;1
3145;Fleymer;Laudowicz;5
3146;Sw¹drzyñska;Czirinda;10
3147;Kaniosz;Stecon;2
3148;£atosiñska;Kostrybu³a;1
3149;Serdowicz;Szlosman;8
3150;Pratt;Ostrzotek;9
3151;Polonka;Natkaniec;5
3152;Urbanetz;Kedrzeñska;6
3153;Jo¿yna;Kisielski;7
3154;Vicentini;Rosinek;1
3155;Sitkowicz;Icza³ow;8
3156;Materia;Cierpiski;9
3157;Bórnaszewska;Cinciek;2
3158;Dawidczyñski;Hilczyñska;3
3159;Dormuch;Boratan;3
3160;Fledrzyñski;Pastuszyn;1
3161;Skrypkowski;Bialom;8
3162;Boidziñska;Nielnikowicz;3
3163;Kreppel;Matheis;5
3164;Bierzmiewski;Kotulas;5
3165;Somka;¯wirowski;4
3166;Tell;Mandziuch;1
3167;Srêbowata;Go³êbinowska;4
3168;Bronis;Fornal;2
3169;Wroscz;Wawrysik;8
3170;Czepilewicz;Abramowicz;6
3171;Barudzka;Szybryt;8
3172;Gromowicz;Reut;3
3173;Siepkiewicz;Cypik;8
3174;Wycieœlak;Kowrygin;8
3175;Keuer;Balcy;6
3176;Za³uczkowski;Piotrowski;2
3177;Felicyna;Gagalowicz;3
3178;Rozinka;Luchowski;5
3179;Pompein;Kutymów;5
3180;Wicyniak;Mi¹zik;6
3181;Andron;Giedyma;4
3182;Rygieta;Smargul;1
3183;Siulecki;Potapenko;8
3184;Freimunth;Miechowian;1
3185;Ko³awajtys;Buclikowska;7
3186;Felinger;Wiciœlik;1
3187;Dziuga;Rzehak;5
3188;Bib³o;Goslicki;4
3189;Cziora;Brajtman;5
3190;Piórczyk;Rodka;5
3191;Wa³êndzis;Kusatkowska;1
3192;Naw³oka;Mrotek;5
3193;Siwek-Pilch;Wiszczur;3
3194;Tymiejczyk;Prucha³a;1
3195;Maækowski;Wiedoñska;4
3196;Hiszpolska;Goleczyk;1
3197;Poteratowicz;Zworski;9
3198;Bilmon;Meronik;2
3199;Artyn;Ezulin;9
3200;Fituch;Kwapis;8
3201;Masin;Pizera;3
3202;Wyle¿oll;Klis³ajtys;4
3203;Goncz;Flechsig;1
3204;Lornac;Sa³dan;9
3205;Adla;Azemberg;6
3206;£uchowy;Chereæ;2
3207;Gajdzisz;Mysieczko;4
3208;£awrynow;Schlender;10
3209;Woœci³o;G³obiczka;3
3210;Nosula;Bimiñska;3
3211;Najewajko;Fredrysiak;5
3212;Mayrowski;Kijo³;9
3213;Vitali;Vollmüller;6
3214;Dub;Miciorek;3
3215;Giczów;Stawro;3
3216;Sznajber;Bolbiczuk;10
3217;Chakaczkiewicz;Rumiañcew;6
3218;Go³owieniec;Hyrka;7
3219;Fedorczyk;Donarski;1
3220;Spacek;Kresalenko;1
3221;Kys;Warzucki;8
3222;Szlonsok;Weinchold;9
3223;Pajcha;Sorkowicz;5
3224;Kir;Bastacz;6
3225;Pali;Bustan;1
3226;Suboczew;Hajnczel;9
3227;Kaliczek;Nelka;10
3228;Kochaniewski;Stacowiak;8
3229;Szostal;Gojak;3
3230;Brauze;Henpel;8
3231;Tresp;Maciurak;1
3232;Jurysik;Siemieniuch;7
3233;Kwilman;Szczotek;1
3234;Bekczyñski;Dyrla;4
3235;Pieszczoch;Kaletta;6
3236;Jêdrzejczyk;Ochendusz;1
3237;Mocio³;Mancorz;10
3238;Bia³ogan;Drejkowski;1
3239;Affelski;Hagowski;1
3240;Malchorek;Salmoñski;1
3241;Frankiewicz;Œwie¿ewicz;2
3242;Go³uszka;Sciubilecki;4
3243;Nygard;Buldon;1
3244;Cudzo¿ewska;Bolzek;1
3245;Artym;Magiera;5
3246;Reszniak;Pranszke;5
3247;Warasimczyk;Kokoszczyñski;3
3248;Krzemirski;¯adeberna;10
3249;Wet³a;Krzaœniak;9
3250;Botiuk;Jardziñska;1
3251;Bieniaszewic;Pastulka;5
3252;Wister;Surociak;6
3253;Zanoza;Jepifanow;5
3254;Tadyga;Matos;2
3255;Kalabiñski;Slotos;3
3256;Domiecka;Machejek;2
3257;Wiklowski;Barorz;9
3258;Jaroœka;Brail;9
3259;Ochedurska;Mikoszewski;5
3260;Chudio;Frablewicz;1
3261;Szczerszeniewski;Galanda;3
3262;Gustal;Serewko;7
3263;Tuchliñski;Kresek;10
3264;Podgruny;£ubko;1
3265;Holzhauser;Panet;6
3266;Oczeretko;S³eczek;1
3267;Pindzio³a;Danjuma;4
3268;Derzatko;Sznytzer;4
3269;Lednowska;Matuszek;3
3270;Plebanik;NiŸnicki;7
3271;Bryniora;Gruczla;8
3272;Wawrentowicz;Machlica;8
3273;Schoenke;Ircow;7
3274;Nuchowska;Zbieszczyk;1
3275;Pardyku³a;Pu³odziecka;3
3276;Dzwoniarek;Trakos;3
3277;Ganden;Snukiewicz;3
3278;Soleniewicz;Mojsyk;6
3279;B¹stryk;Sypaczyñski;1
3280;Lejder;Szurczyñski;3
3281;Froñda;Poszelu¿na;3
3282;Foryna;Pruk;7
3283;Newporany;Drewes;10
3284;Pospiszy³;Undro;8
3285;Dossman;Rzeman;1
3286;Sremba;Feniczek;8
3287;Bia³oszewski;Plutniok;3
3288;£ysanowicz;Mendocka;1
3289;Hwinda;Kozarów;7
3290;Gojowy;Dynysiak;6
3291;Grinholc;Kertyñski;8
3292;Astrau;Fadziejow;4
3293;Tadejewski;Cierach;9
3294;Pierwota;Doszel;4
3295;Cedler;£ankosz;7
3296;Keljañczyk;Szustor;9
3297;Kukierska;Trzecio³ek;6
3298;Slotowski de Falkowski;Goncioro;6
3299;Daly;Dudyñ;8
3300;Milniczenko;Mo¿ej;10
3301;Prêcikowski;Aptazy;1
3302;Bodin;Dudniczek;4
3303;Wickiewicz;Cuske;8
3304;Kobyd³owska;Bialas;1
3305;Boss;Drahs;3
3306;Gliniewski;Chrzanowiecki;4
3307;Garderewicz;Rymicz;1
3308;Osten-Saken;Wyrwaœ;7
3309;Beckier;Hreczuch;7
3310;Muryarz;Woltal;6
3311;Gutwald;Katosza;9
3312;Suwardt;Meicher;1
3313;¯ó³ecka;Œci¹¿ka;2
3314;Handelik;Babliñski;1
3315;Oszczyk;Nowomiejski;3
3316;Mitusek;P³oniñski;3
3317;Witbrot;Ciszuk;9
3318;Surmanek;Grobielna;9
3319;Hegiert;Wieszaczewski;2
3320;Kiszkuñ;Kalu¿niak;4
3321;Koczworska;Beha³a;4
3322;Bewko;Parlew;7
3323;Ma³afiejuk;Kalid;8
3324;Lubuœ;Sirzyñska;10
3325;Retowski;P³u¿ewska;10
3326;Kurzweil;Humennik;6
3327;Rzechu³ko;Par¿ucha;2
3328;Smogar;Bia³oñ;6
3329;Prugiel;Bodzik;5
3330;Szmerold;Kurzeniecka;8
3331;Ryszko;Birmajer;10
3332;Petren;£akomow;2
3333;GoŸliñski;Bieluszka;2
3334;Badzeñ;Fidzioryna;2
3335;G³oc;Lumberda;7
3336;Modroñ;Masty³o;7
3337;Horoszkiewicz;Hiss;10
3338;Nalara;Jarmioliñska;10
3339;Bizunowicz;Rekuta;2
3340;Krz¹æ;Madeksza;1
3341;Waleriañski;Rens;1
3342;Oszurkiewicz;Dziwulski;10
3343;Kandur;Sutarzewski;4
3344;Sosanczyn;Œwierosz;10
3345;Germar;Ha³atniuk;6
3346;Kudybowski;Cichetzki;5
3347;Belchnarowski;Gadnicki;4
3348;Brigidyr;Guc³a;1
3349;Grzanka;Strebecki;6
3350;Dzus;Godórkiewicz;3
3351;Haidenblut;Krysztopiak;3
3352;Sztymolska;Hacho³;5
3353;Tyrpitz;Bliœ;10
3354;Fionkiewicz;Molkenti;6
3355;W³adow;Dopichay;1
3356;Mech;Myser;1
3357;Betkor;Horiszna;2
3358;Michael;Maœ;4
3359;Kartunowicz;Poz;5
3360;Ró¿szczka;Durleta;8
3361;Libacki;Krzepek;1
3362;Kibler;Gribunowa;9
3363;Rybinkiewicz;Du³owicz;8
3364;Szmejchel;Kiwañska;2
3365;Szentes;Grandalski;6
3366;Uraski;£opyta;2
3367;S³udziak;Gebczyñski;10
3368;Rozlan;Obornicka;1
3369;Kopeczna;Pêsiek;1
3370;Lobak;P³awiak;10
3371;Pornakiewicz;Tyloch;3
3372;P³ech;Parycki;9
3373;Baudouin;Pliœ;1
3374;Mys³aw;Koœ³kiewicz;2
3375;K¹trza;Jakubów;3
3376;Hilenbrand;Taubensee;2
3377;Leganowicz;Cichacz;8
3378;Jaroszyn;Warwara;9
3379;Chabiniak;Kirejewicz;10
3380;Czernionko;Jakwert;4
3381;Nadziejka;Kieljañski;1
3382;Hablützel;Szczypu³kowski;2
3383;Raga;Tanert;6
3384;Œwionder;Pytloch;9
3385;Zabójski;Taban;4
3386;Bimasz;Jarmanowska;2
3387;¯ukawnik;Knabit;4
3388;Kirkow;Pa³u¿yñski;10
3389;Mozur;Bandzul;1
3390;Tinoszenko;Mostyk;1
3391;Szwentke;Umbrus;3
3392;Dzierzon;Maskowicz;2
3393;Cwykliñski;Czrny;1
3394;Jasinkiewicz;Lochajewska;8
3395;Jarmuda;Tiomkin;2
3396;Fonucka;Ferciak;1
3397;Michusik;Skrypczak;7
3398;Grêdel;Stajnder;1
3399;Detmarska;Kwalec;6
3400;Licho³ap;Spórek;2
3401;Nesterenko;Milouszek;6
3402;Ips;Sobrejszek;10
3403;Rania;Narynecki;1
3404;Grunbaum;Szwargo³;6
3405;Kipis;Starszow;7
3406;Dengusiak;Damer;7
3407;Ileñków;Bombik;5
3408;B¹sior
3409;Kartacki;Wcichowska;6
3410;Grzymacz;Willich;7
3411;Natusz;Zgrzebny;6
3412;Kiryczyñski;Zgurzyñski;3
3413;Kajas;Jalcza;7
3414;Twardochel;Maluœ;1
3415;Domalanus;Witanek;5
3416;Isman;Zlat;2
3417;£azarek;Mik³oszewicz;7
3418;Jaganów;Szwest;1
3419;Ci¹cio;Dickan;1
3420;Czarto³omny;Reteruk;8
3421;Grzeszowiak;Gabteni;10
3422;Derichsweiler;Nikifor;6
3423;Œciernicki;Gu³mañska;1
3424;Kozeñski;Brochecki;7
3425;Cieœlawski;Emilijañczuk;1
3426;Skrobiecki;Klingbaj³;1
3427;Ciraszkiewicz;Maliszycka;1
3428;Dubeltówka;Wirtelak;10
3429;Stachowski;Seibt;1
3430;Krwawnikowski;Spi¿ak;5
3431;Kynast;Stehsel;1
3432;Lijowski;Neidhardt;1
3433;Oberstat;Torbañski;1
3434;Grzebya;Sygmunt;5
3435;Frolik;Kulepa;8
3436;Czarnogórski;Czwórka;3
3437;Szaga;Szajgin;6
3438;Stonkowska;Penkalski;4
3439;Dewa;Owoc;10
3440;Kotuluk;Fidala;5
3441;Rothkaehl;Szawczyk;6
3442;Ciecielowska;Porszewski;9
3443;Ko³oczek;Ryskal;7
3444;Skwirosz;Chwestarz;1
3445;Zimdars;G¹sienica "fronck";7
3446;Ciarka;Jugo de Grodnicka;5
3447;Wenta-Rekowski;Mojzes;3
3448;Bisienkiewicz;Watowska;5
3449;Grazowski;Ciboch;8
3450;Zgorzak;Domirski;4
3451;Podwysodzki;Smielecka;10
3452;Gierwa³owska;Salbach;6
3453;Mo³odowiec;Maerz;7
3454;M³odecki;Jakowieñko;6
3455;Kuszmierz;Œmigierzewski;10
3456;Helemreich;£obóz;6
3457;Jêdrych;Duzak;6
3458;Rytko;Cecotka;8
3459;Mincewicz;Sta¿yñski;1
3460;Namankiewicz;Dyzba;10
3461;Gusin;Chodynko;4
3462;Chszczanowicz;Odlewnik;8
3463;Zwolennik;Jadalska;10
3464;Œledlecka;G¹sio³a;2
3465;Czernoszewicz;Freimundt;6
3466;Wojaszczyñska;¯leŸnicka;3
3467;Kompaniec;Andruchiewicz;10
3468;Grondman;Banaszk;10
3469;Majda;Walento;5
3470;Chudas;Sobut;5
3471;Gloskiewicz;Sgaslik;7
3472;Checht;Stacey;7
3473;Mamoñ;Mateuszczyk;8
3474;Chodzen;Gusko;1
3475;Bon;Pazuñczyn;7
3476;£upijczuk;M³odowski;4
3477;Kempicki;Trzepizor;1
3478;Vidura;Albertowski;9
3479;Zibroniewicz;£azinek;9
3480;Dmytracz;Giszczyñski;8
3481;Pesalska;Bohorz;7
3482;Raphelt;Kad³ubaj;8
3483;Gumienga;Broussaud;8
3484;Polelejew;Stobirska;5
3485;Krzesoj;Korboñ;10
3486;Œmierszalski;Bej-Be³kowski;8
3487;Nondenburg;Lubart-Krzysica;5
3488;Litzon;Romanatian;1
3489;Gazus;Biszczab;6
3490;D¹bkiewicz vel Dabkus;Wakan;4
3491;Debon;Karipidis;7
3492;Œwiczewski;Sajów;10
3493;Humenik;Zêderowski;1
3494;Górnika;Laszko;3
3495;Zisper;Wielmo¿ny;9
3496;Po³oœnik;KaŸmierzczak;8
3497;Burbowska;Rodo³a;5
3498;Greblowska;Kuczarzyk;10
3499;Kwinciak;Chodyn;6
3500;Wruck;Proskurka;1
3501;Hiszman;Bodynska;8
3502;Sztyka;Szyb³o;6
3503;¯am³otowicz;Junaszkowska;1
3504;Kokiec;Osiewa³a;1
3505;Ko³atuch;Suchanowicz;4
3506;Miœniakiewicz;Dzierdziej;5
3507;Kiecenka;Donecki;9
3508;Baton;Dyszek;6
3509;Pogneba;Czela;7
3510;Gornioczek;Honiec;3
3511;Gawrzia³;Kamala;6
3512;Ursalis;Wros³o;5
3513;Mateblowski;Papunewski;5
3514;Banduk;Gerszyñski;4
3515;Lintowicz;Kaczeniewski;1
3516;Kozimur;Iwasik;6
3517;Grebeñko;Horczek;4
3518;Swiêtocka;Skorachód;6
3519;Kandyga;Siamon;2
3520;Puskosz;Pamrow;10
3521;Staszkunas;Stra¿ewski;7
3522;Lakser;Kozimska;4
3523;Korff;Siekierzyca;5
3524;Cwelung;Harebza;10
3525;Ba³szan;Stopa;4
3526;Oskrêdra;Mohard;1
3527;Tafel;Tatoranowicz;6
3528;Pyroszek;Motaczyñski;6
3529;Niedza³ek;Anaczewska;9
3530;Dzi¹dziakowski;Marêdziak;4
3531;Wittstock;Morgielewicz;1
3532;Kondraœ;Psztyk;8
3533;Jojkuœ;Boroœ;7
3534;Gorjainow;Szynkarski;3
3535;ZabaŸny;Glajksner;6
3536;Stechnik;Szkocki;5
3537;Puszwiñska;Koranczewska;6
3538;Tichanów;S³ow;9
3539;Ciamta;Zelczer;4
3540;Ku¿d¿ak;Rzanna;3
3541;Jabroszko;Cerek;10
3542;Chacku³a;Kondeusz;8
3543;Kaœperski;Zawia³a;8
3544;Kondela;Wallmann;1
3545;Tioba;Nowana;1
3546;Krabowska;Pawe³as;2
3547;Skarlicka;Bedankiewicz;7
3548;Kijaczko;¯ardziñski;8
3549;Dumiæ;Wyczynek;2
3550;Har³orzyñska;Klebarz;3
3551;Bobkier;Rozlewicz;8
3552;Horzenko;Skrodzik;8
3553;Dagiel;Kapol;7
3554;Holuk;Sape³a;4
3555;Bezenar;Okonek;8
3556;Sêpieñ;P³asiñski;8
3557;Pustoszkin;Filpe;1
3558;Herecz;Zankowicz;1
3559;P¹czeka;Micho³ek;1
3560;£oszniów;¯¹d;6
3561;Krêcijarz;Szudziechowski;4
3562;Kady;Fabrykowski;4
3563;Swiertz;Passini;1
3564;Chadzelis;Franetzki;4
3565;Deweñczuk;Seidelman;10
3566;Jozierska;Ga³amon;2
3567;Sewio³;Ku³kiewicz;6
3568;Ajnsztejn;Wojdeñska;6
3569;Gogu³ka;Dix;8
3570;Kasche;Poteratowicz;5
3571;Gritzman;Jarnus;3
3572;Hrubrsz;S³adak;7
3573;Duczmalewski;Matesa;1
3574;Jahymek;Waxman;2
3575;Raczaszek;Wirzeski;1
3576;Wojta;Cioœ;3
3577;Berstajn;Drochliñski;8
3578;Dzia³³owicz;Kopeñska;6
3579;Kubia³;Gapiœ;9
3580;Daciow;Farbicki;1
3581;Tottoczko;Pasterzak;4
3582;Keleniuk;Stekiel;10
3583;Kleinwaechter;Tarachtiejew;2
3584;Merecz vel Marej;Pêczar;7
3585;Kotucki;Galijan;1
3586;Cencelewski;Gryzek;9
3587;¯ó³tczak;Bombauer;9
3588;Donarowicz;Sterzanowska;5
3589;Jakoblew;Wiegner;9
3590;Rytmajer;Klipka;1
3591;Sza³ast;Olear;
3592;Œcieb³owska;Boberyk;8
3593;Ujda;Sordoñ;10
3594;Mallek;Dyngier;1
3595;Pobudkowski;Podnajmer;1
3596;B³onkowski;Witbodt;9
3597;Myœciach;Chor¹¿ko;4
3598;Stamlewicz;Wandziñski;4
3599;Lat;Jendasiak;10
3600;Dziemieniuk;Dyks;7
3601;Brodowczyñski;Jaœkiewicz;1
3602;Szynkarcuk;Melchier;3
3603;Pycki;Barcerzak;6
3604;Giereszko;Dar¿ynikewicz;3
3605;Fermusiñska;Ryznyk;4
3606;Kamejsza;Formanowski;1
3607;Ardenowska;Heta;9
3608;Warcho³a;Bognyk;2
3609;Katzor;Kawyn;4
3610;Cupriak;Trzonskowska;6
3611;Chmarycz;K¹dzi³a;1
3612;Gudalewicz;Darociak;2
3613;Berbelicki;Niekowal;10
3614;Chaszczyn;Drusc;6
3615;Kupaczewska;Pachulak;4
3616;Leszczy;Dudajcz;6
3617;Dêk;Kirilis;1
3618;Bocherek;Ró¿yniewicz;7
3619;Sto³eczek;Golacik;8
3620;Bekos;Tymochin;8
3621;Wyniczenko;Bietz;1
3622;Notecki;Broebl;5
3623;Tundak;Szeinig;1
3624;Sprzêczka;Kurposka;4
3625;Hanower;Kniecz;3
3626;Maliglowska;Woiny;2
3627;Zulowska;Pomichtera;2
3628;Ozwoniarek;Tamuc;7
3629;Wieskowski;Pydzewska;4
3630;Nasiukiewicz;Kuzmania;1
3631;G¹ziewska;Krustek;3
3632;Sprut;Greczarek;8
3633;Hischer;Laczycki;8
3634;Konsik;Wawrzyniok;9
3635;Wanczasz;Jêndrysko;1
3636;Hnideæ;Grebieñ;2
3637;£aut;Serêga;5
3638;Bandyszewski;Jerje;2
3639;Machotin;Czóbkowski;3
3640;Dziadczyk;Breschler;8
3641;Banielewicz;Broñski;2
3642;Chudoñ;Maios;6
3643;Sarwaryñ;Hettinga;5
3644;Komur;Finowicka;2
3645;Zabawczuk;Wótowicz;3
3646;Duraczak;Kratschke;10
3647;Hempiñski;Gerusa;6
3648;Ferêæ;Futrega;2
3649;Osadziny;Cyryngier;10
3650;Rafeld;Zeprza³ek;3
3651;Natudis;Kalwasiñski;7
3652;Frendzelewska;Zacyñska;4
3653;Masa³kowski;Formas vel Król;2
3654;Naryl;Krzêciasz;9
3655;Syminów;Sypowska;1
3656;Sitaruk;Bonnefoi;1
3657;Sachanbiñski;Brzewiñski;3
3658;Wiczorkowska;G¹cerz;1
3659;Cironkiewicz;G³omba³a;7
3660;Masz³ak;Merchlowski;5
3661;Musza³;Mackun;2
3662;Druri;Ajnchord;1
3663;Hardziejko;BrzeŸniakiewicz;9
3664;Taszler;Toffil;7
3665;Szewe³a;Smykot;1
3666;Judenko;Poniszeski;2
3667;Matruszek;Krudkopad;3
3668;B¹darenko;Komszczyñski;10
3669;W³asnowolski;Komiorniczak;1
3670;Przys³upski;Morzecki;5
3671;Itkin;Sroczyk;1
3672;Do¿ynkiewicz;Zersoñ;4
3673;Morszczyzna;Grzególski;2
3674;Pennar;Dworzakowska;1
3675;£ukianów;B³a¿wiak;5
3676;Budnaœ;Bebica;9
3677;Kasperiuk;Fiku³a;9
3678;Leufstedt;Bieszkie;5
3679;Galub;Latañczyk;1
3680;Miernia;P³achotka;9
3681;Zgliniecki;W³adarczak;10
3682;Piêtosa;Lamdsman;1
3683;Jakimiñski;S³aboñski;3
3684;Karaczyñ;Weindich;1
3685;Spychawska;Celebuski;9
3686;Kurbasów;Mencarowski;4
3687;Firik;Mo³odowicz;2
3688;Busecka;Cyroñ;5
3689;Rendalski;Rodlak;9
3690;Pryszanow;Teclaw;9
3691;Dzie³owska;Bonifarti;8
3692;Pabiañski;Zelasko;7
3693;Prejsz;Anderweld;8
3694;S³osiñski;Nowak-Gadzina;1
3695;Sza³giniewicz;Ma³usiej;6
3696;Cichorech;Koczowski;8
3697;Kapuœcik;S³abocha;7
3698;Chabas;Po¿arski;10
3699;Paschiñska;Modza;1
3700;Cz¹stek;Bugaryn;3
3701;Szepitko;Szerkowicz;3
3702;Filipowsky;Codo;5
3703;Swieczak;Koyba;5
3704;Sawermann;Miêkuszewski;6
3705;¯eno;Vielhauer;6
3706;Wa³aszyn;Guteñko;4
3707;Marszewski;Kalbukowski;7
3708;Ciszkiewicz;Zakryœ;8
3709;Kalciuk;Bia³ogorska;6
3710;Limiera;Mandak;7
3711;Masterok;Terczewski;1
3712;Agac;Wilkowicka;6
3713;Derenowicz;Wallewein;5
3714;Ortmann;Korzewski;5
3715;Kancia³o;Ciupata;7
3716;Oriwol;Linardt;5
3717;Deziñska;Latos;1
3718;Szymaniska;Paukszto;1
3719;Babetka;S³uckin;10
3720;Vierus;Dobroniak;5
3721;Benedict;Zêbna;9
3722;Czydzik;Mengel;9
3723;¯arówny;Kozdrankiewicz;1
3724;Howijka;B³oszuk;9
3725;Zamisiak;Semiros;9
3726;Dzipziewicz;Woehl;10
3727;Ce³miniecka;Hósar;7
3728;Mogus;Kugatów;2
3729;Brejtling;Siemiarska;4
3730;Spirz;Lauf;3
3731;Kycz;Garzyczyk;10
3732;Kleczkowski;Kromberg;9
3733;Demediak;KaŸko;7
3734;Chorostian;Glaudys;8
3735;Cymbrykiewicz;Orlen;5
3736;Tchórowski;Harbino;2
3737;Kenawy;Ciuron;4
3738;Rozenzwajg;Hrobacki;2
3739;Sza³tenis;Szczakiel;3
3740;Cegledy;Miterka;7
3741;Œnigurowicz;Dzuba³a;6
3742;Wadermanska;Pisk³o;8
3743;Sery³o;Hor³o¿a;4
3744;Jopp;Furgol;1
3745;Kapczyk;Kedzira;9
3746;Zezuñ;Bilau;10
3747;Wolrab;Karzybska;3
3748;Korkurewicz;Szechatow;2
3749;Kladt;Dzuklewska;1
3750;Cendy;Elcmann;10
3751;Szczepanicz;Durmi³a;2
3752;Ahorner;Wereszczeñska;1
3753;Werto³owski;GwoŸdziowski;1
3754;Jurczikowski;Klizma;3
3755;Podonowski;Poca³ujke;10
3756;Paszkowski;Kaczeñski;4
3757;Lebda;Kamrat;9
3758;Machtylski;Olofson;9
3759;Bak³anow;Popereczna;7
3760;Pataczek;Stomicka;9
3761;Betruk;Szczerbiuk;10
3762;Fudalewski;Bendun;1
3763;Maslikiewicz;Awdijczuk;1
3764;Derbac;Studniczka;4
3765;Czasnojæ;Do³rzañska;6
3766;Stojszczak;Krasecki;5
3767;Benedykt;Kojac;7
3768;Elgner;Zelechowicz;2
3769;Sma³kowska;Ha³amusza;10
3770;Feltowicz;Bubanja;1
3771;Drabicki;Dorsz-Dro¿d¿;10
3772;Grugoruk;Palynyczak;2
3773;Wronowicz;Pukala;3
3774;Bertak;Ochremko;10
3775;Pligacz;Engwart;8
3776;Szemiotowicz;Chrustecki;2
3793;Pulin;Thorz;4
3794;Domiza³a;Hofina;7
3795;Dziurowski;Delan;1
3796;Pomaryñska;Szabron;1
3797;Duraczek;Knittel;1
3798;Piopczyk;¯e³udok;10
3799;Drewnowicz;Kowocz;4
3800;Pernal;£yseñko;7
3801;Go³ownia;Junczyk;2
3802;Daremiak;Bogudszewski;9
3803;Onufrej;Kuropiewicz;5
3804;Morais;Pikulicki;1
3805;Kadzioch;Miecach;2
3806;Py³ypcio;Michalczyc;9
3807;Wyloñ;Pr¹szczyk;9
3808;Rolnich;Pawi³ojæ;1
3809;Boruciñski;Opaszowski;4
3810;Autas;Wiechula;6
3811;Dzirzbiñska;Rykleben;10
3812;Korbowiak;D¿omy³o;1
3813;Unruk;Rozdolski;1
3814;Sztogryn;Malerowicz;5
3815;Motrenko;Boczul;9
3816;Cze¿uch;Figowicz;1
3817;Kubawa;Matyasek;3
3818;Kauwiñski;Józikowski;6
3819;Szeleœnik;Ba³asiak;2
3820;Krzecina;PaŸdziocha;10
3821;Walasikowska;Luczuk;9
3822;Sminko;Swaruk;6
3823;Planowska;Scheitz;5
3824;Fuksmima;Ba¿yszyk;5
3825;Spiler;Lewaniec;3
3826;Sowejko;Ergert;1
3827;Strauska;Zó³ciñski;9
3828;Chropa³a;Jabœ;10
3829;Dziadu³;Poczo³ek;4
3830;Ferszka;Iwañciów;9
3831;Mindok;Szychter;5
3832;Terner;Tyn;10
3833;Dzirwa;Lastorska;5
3834;Generska;Wojewotka;1
3835;Bukrab;Zo³oteñki;3
3836;Cypryszewski;Ru¿y³a;9
3837;Wojszewi³³o;Kanclerys;6
3838;Zbrog;Chandlaska;5
3839;Zella;Kisiak;8
3840;Bojankiewicz;Faltyñski;4
3841;;;
3842;Hirsach;Skrak;2
3843;Chyrniewiecka;Skrudziñska;8
3844;Sy¿ewska;Szmagarzewski;3
3845;Koroñczuk;Niewienc;8
3846;Skwareczek;Chotyniuk;1
3847;Helszmit;Cronberg;6
3848;Rystwiej;Lusztak;5
3849;Baztuzel;Zuchal;1
3850;Hrys;Jemroziñska;4
3851;Rek³ajtys;Slemiñski;9
3852;Fremzel;Amborski;7
3853;Kud³ek;Cyszkie;6
3854;Dyndur;Halajec;5
3855;Iwaniuszenko;Józakowska;8
3856;Klyta;Celigowski;8
3857;Lekis;Styblik;10
3858;Mikrzycki;Gesikowski;9
3859;Kuber;Lisiecki vel Olszewski;5
3860;Mêcner;Jazy;1
3861;Baraziuk;Torentz;9
3862;Kowbyra;Grolek;3
3863;Gitalewicz;Szrender;5
3864;Eiszrych;Gzdak;7
3865;Lamert;Zajt;10
3866;Oleaczuk;Raiman;9
3867;Bandarzyk;Askudrzyk;2
3868;Cybertowicz;Tablewski;10
3869;Stuenebecher;Lelwer;1
3870;Œwidrowicz;KrêŸlewicz;2
3871;Durr;Niechcia³kowski;7
3872;Giedwoyn;Szczeg³ow;6
3873;Maœtakowski;Kracewicz;6
3874;Tworzañski;Ziemborak;8
3875;Nenkam;Tarmasiewicz;7
3876;Zbie¿czuk;Doll;8
3877;Drzaszcz;Lipiszczak;10
3878;Bêkeszczuk;Mascianica;6
3879;Korbowiak;Œlanda;4
3880;Bresler;Dru¿bañski;1
3881;Pacynko;£ogaczew;9
3882;Cichoszek;Bernchart;1
3883;Czuka;KoleŸniecka;3
3884;Wabnica;Wrzeliñska;9
3885;Lizarska;Przecek;10
3886;Frauenknecht;£êgowik;3
3887;Szczaszka;Szewiar;9
3888;Mardusewicz;Rejch vel Rañski;6
3889;Chwalewik;R¹bla;9
3890;Streliñski;Andersch;1
3891;Dominikowski;Skrzêp;1
3892;Stafarski;Dostojnik;1
3893;Nie¿uchowski;Œlaz;2
3894;Wasilak;Ilona;7
3895;Spole;Francuzik;6
3896;Figlak;Gofran;6
3897;Dabrowna;Nelnerowicz;9
3898;Zaton;Gunik;1
3899;MoŸdzieñska;Miko³añczyk;2
3900;Naworul;Hazenbek;9
3901;Kromka;Szaczyk;8
